Z,Symbol,k,Experimental_IE,Theoretical_IE,Error_eV,Error_Pct
48,Cd,4,,0.6047756143173946,,
48,Cd,5,,19.33195192422787,,
48,Cd,6,,39.91515397082887,,
48,Cd,7,,62.3543817542939,,
48,Cd,8,,86.64963527447837,,
48,Cd,9,,114.24844598237573,,
48,Cd,10,,140.78059449994967,,
49,In,1,5.78636,6.054865697025359,0.26850569702535854,4.640321325070658
49,In,2,,16.16104152048997,,
49,In,3,,21.441826875309403,,
49,In,4,,0.6046143433705892,,
49,In,5,,19.326796818571147,,
49,In,6,,39.90451009809266,,
49,In,7,,62.33775418210859,,
49,In,8,,86.62652907047438,,
49,In,9,,114.21798021190081,,
49,In,10,,140.74305360175646,,
50,Sn,1,7.343918,7.193316163699837,-0.15060183630016333,-2.0507014961245935
50,Sn,2,,12.475272655632653,,
50,Sn,3,,25.58683071375305,,
50,Sn,4,,32.08728974205348,,
50,Sn,5,,14.624309821000523,,
50,Sn,6,,35.968166477434394,,
50,Sn,7,,59.167048801144134,,
50,Sn,8,,84.22095679207195,,
50,Sn,9,,111.12989045024672,,
50,Sn,10,,141.34060126325772,,
51,Sb,1,8.6084,9.04822571256885,0.43982571256885095,5.1092620297482805
51,Sb,2,,14.261444260805478,,
51,Sb,3,,20.904979440836204,,
51,Sb,4,,37.157620268839395,,
51,Sb,5,,44.87915071227588,,
51,Sb,6,,31.42512610871676,,
51,Sb,7,,55.38909450204176,,
51,Sb,8,,81.20757322060409,,
51,Sb,9,,108.88056226451934,,
51,Sb,10,,138.4080616337008,,
52,Te,1,9.00966,9.356101291963201,0.3464412919632007,3.8452204851592704
52,Te,2,,16.76529340232221,,
52,Te,3,,23.3408705923901,,
52,Te,4,,31.34756719684261,,
52,Te,5,,50.87731220835174,,
52,Te,6,,59.82135161422099,,
52,Te,7,,51.00446079254202,,
52,Te,8,,77.58693512741705,,
52,Te,9,,106.02339424084424,,
52,Te,10,,136.31383813282358,,
53,I,1,10.45126,10.380375153074805,-0.07088484692519437,-0.6782421155458229
53,I,2,,17.72207638417441,,
53,I,3,,26.49571540038155,,
53,I,4,,34.43526280227558,,
53,I,5,,43.80674798933625,,
53,I,6,,66.7499481261917,,
53,I,7,,76.91797384757957,,
53,I,8,,73.35961937928235,,
53,I,9,,102.55895050959862,,
53,I,10,,133.6117306669329,,
54,Xe,1,12.129843,11.3822184379103,-0.7476245620896993,-6.163513922560245
54,Xe,2,,19.396515607139925,,
54,Xe,3,,28.103494856769046,,
54,Xe,4,,38.24324585039078,,
54,Xe,5,,47.54841945570256,,
54,Xe,6,,58.286364804977374,,
54,Xe,7,,84.7797091876187,,
54,Xe,8,,96.17323838348901,,
54,Xe,9,,98.48781529664268,,
54,Xe,10,,130.30231072540806,,
55,Cs,1,3.893905,3.819160265557869,-0.07474473444213103,-1.9195315356212088
55,Cs,2,,21.04938780532896,,
55,Cs,3,,30.430246179816983,,
55,Cs,4,,40.50419735306538,,
55,Cs,5,,52.011769817087576,,
55,Cs,6,,62.68427003909429,,
55,Cs,7,,74.79039155178602,,
55,Cs,8,,104.9709161293979,,
55,Cs,9,,117.59150576435593,,
55,Cs,10,,126.38616989322682,,
56,Ba,1,5.211664,5.176545204858873,-0.035118795141126924,-0.6738499477542474
56,Ba,2,,7.580844321959665,,
56,Ba,3,,32.73634364384361,,
56,Ba,4,,43.48549401392111,,
56,Ba,5,,54.92815543750506,,
56,Ba,6,,67.80530328659913,,
56,Ba,7,,79.84687495999731,,
56,Ba,8,,93.32293305887598,,
56,Ba,9,,127.3280292596227,,
56,Ba,10,,141.17727610406297,,
57,La,1,5.5769,5.272659497510636,-0.30424050248936396,-5.455369515131416
57,La,2,,7.69677483522617,,
57,La,3,,33.81800727518467,,
57,La,4,,44.68271861337798,,
57,La,5,,56.24136679576514,,
57,La,6,,13.429686434819939,,
57,La,7,,85.62799316617604,,
57,La,8,,99.04042554722939,,
57,La,9,,113.88822507669153,,
57,La,10,,151.85564845777404,,
58,Ce,1,5.5386,5.369756870482762,-0.16884312951723768,-3.048480293165018
58,Ce,2,,7.813737460154644,,
58,Ce,3,,34.91419220235865,,
58,Ce,4,,45.89471739685441,,
58,Ce,5,,57.56961276226135,,
58,Ce,6,,13.58992073829576,,
58,Ce,7,,25.25967187825855,,
58,Ce,8,,105.48411728419204,,
58,Ce,9,,120.26924405087964,,
58,Ce,10,,136.49063427674093,,
59,Pr,1,5.473,5.467841895812656,-0.005158104187343859,-0.09424637652738643
59,Pr,2,,7.931737366417652,,
59,Pr,3,,36.02495746737792,,
59,Pr,4,,47.12155295615969,,
59,Pr,5,,58.912959478807345,,
59,Pr,6,,13.34759148953858,,
59,Pr,7,,25.523636428527258,,
59,Pr,8,,38.925696196231,,
59,Pr,9,,127.37808439041069,,
59,Pr,10,,143.5377836421307,,
60,Nd,1,5.525,5.566919198511593,0.04191919851159298,0.7587185250967055
60,Nd,2,,8.050779776424468,,
60,Nd,3,,37.15036294830971,,
60,Nd,4,,48.36328871930599,,
60,Nd,5,,60.271473923419826,,
60,Nd,6,,12.70309215951699,,
60,Nd,7,,25.385031740627227,,
60,Nd,8,,39.29258376673709,,
60,Nd,9,,54.4257482379042,,
60,Nd,10,,151.31443415568918,,
61,Pm,1,5.582,5.666993456268268,0.08499345626826837,1.5226344727385952
61,Pm,2,,8.170869965439692,,
61,Pm,3,,38.29046935921655,,
61,Pm,4,,49.619988950568064,,
61,Pm,5,,61.64522391011091,,
61,Pm,6,,11.656829536584468,,
61,Pm,7,,24.844256162315176,,
61,Pm,8,,39.256886086752395,,
61,Pm,9,,54.894719309723286,,
61,Pm,10,,71.75775583117023,,
62,Sm,1,5.6437,5.768069399537575,0.1243693995375752,2.203685517259514
62,Sm,2,,8.292013261494276,,
62,Sm,3,,39.445338250453055,,
62,Sm,4,,50.891718750008216,,
62,Sm,5,,63.034278089184994,,
62,Sm,6,,10.209223726680975,,
62,Sm,7,,23.901721359193612,,
62,Sm,8,,38.819006380908256,,
62,Sm,9,,54.96107879217048,,
62,Sm,10,,72.32793859286511,,
63,Eu,1,5.670385,5.870151811629728,0.1997668116297282,3.522984975971265
63,Eu,2,,8.414215045415169,,
63,Eu,3,,40.61503200854753,,
63,Eu,4,,52.17854405415923,,
63,Eu,5,,64.43870594664446,,
63,Eu,6,,10.522066765664855,,
63,Eu,7,,22.557852313500923,,
63,Eu,8,,37.979361191624015,,
63,Eu,9,,54.62523478709733,,
63,Eu,10,,72.49547310009359,,
64,Gd,1,6.1498,5.9732455287699935,-0.17655447123000645,-2.870897772773203
64,Gd,2,,8.537480750765802,,
64,Gd,3,,41.79961385584512,,
64,Gd,4,,53.48053163531135,,
64,Gd,5,,65.85857780525977,,
64,Gd,6,,6.092094603610452,,
64,Gd,7,,22.97368786166766,,
64,Gd,8,,36.73838037818548,,
64,Gd,9,,53.88760871339455,,
64,Gd,10,,72.26077233158168,,
65,Tb,1,5.8637,6.077355439741693,0.213655439741693,3.6436966376467588
65,Tb,2,,8.661815864024568,,
65,Tb,3,,42.999147851161915,,
65,Tb,4,,54.79774910216622,,
65,Tb,5,,67.29396482332075,,
65,Tb,6,,3.423492084159567,,
65,Tb,7,,18.64825005827308,,
65,Tb,8,,37.256337638746935,,
65,Tb,9,,52.748635307683124,,
65,Tb,10,,71.62426258315226,,
66,Dy,1,5.9389,6.182486486302644,0.243586486302644,4.101542142528818
66,Dy,2,,8.787225924406417,,
66,Dy,3,,44.21369888901136,,
66,Dy,4,,56.13026489936108,,
66,Dy,5,,68.74493899558834,,
66,Dy,6,,0.3553742958461705,,
66,Dy,7,,16.083447613128104,,
66,Dy,8,,33.03457705587391,,
66,Dy,9,,53.36781119162619,,
66,Dy,10,,70.58638346807062,,
67,Ho,1,6.0215,6.288643662947177,0.26714366294717706,4.436496935102169
67,Ho,2,,8.913716523862641,,
67,Ho,3,,45.44333270049749,,
67,Ho,4,,57.47814830776636,,
67,Ho,5,,70.21157315269924,,
67,Ho,6,,84.3900297150473,,
67,Ho,7,,14.227664949914397,,
67,Ho,8,,32.10902891754118,,
67,Ho,9,,51.21299928754765,,
67,Ho,10,,71.5395760598763,,
68,Er,1,6.1073,6.395832016905927,0.28853201690592645,4.724379298641403
68,Er,2,,9.041293307319451,,
68,Er,3,,46.68811585254065,,
68,Er,4,,58.841469444128,,
68,Er,5,,71.69394096170241,,
68,Er,6,,85.99249638754024,,
68,Er,7,,10.498813476746719,,
68,Er,8,,28.88195142506937,,
68,Er,9,,48.487239290224444,,
68,Er,10,,69.31467707203954,,
69,Tm,1,6.18431,6.504056648384569,0.31974664838456945,5.170288170945011
69,Tm,2,,9.169961972260444,,
69,Tm,3,,47.948115748115335,,
69,Tm,4,,60.220299261723646,,
69,Tm,5,,73.19211692552243,,
69,Tm,6,,87.61108627632755,,
69,Tm,7,,6.371743198311847,,
69,Tm,8,,25.256170768242747,,
69,Tm,9,,45.36228500624858,,
69,Tm,10,,66.69008591267404,,
70,Yb,1,6.25416,6.613322710086215,0.35916271008621514,5.742780966368228
70,Yb,2,,9.299728269144216,,
70,Yb,3,,49.22340062654894,,
70,Yb,4,,61.614709549587054,,
70,Yb,5,,74.70617638313803,,
70,Yb,6,,89.24587827069138,,
70,Yb,7,,1.8469787063705052,,
70,Yb,8,,21.232203097737237,,
70,Yb,9,,41.83864414630283,,
70,Yb,10,,63.66630185195244,,
71,Lu,1,5.425871,6.811477974764125,1.3856069747641255,25.537042343323783
71,Lu,2,,4.093847222050357,,
71,Lu,3,,14.847925522326728,,
71,Lu,4,,65.3544510093218,,
71,Lu,5,,79.13189761005036,,
71,Lu,6,,93.6100334176135,,
71,Lu,7,,109.53750323436884,,
71,Lu,8,,16.810577882245635,,
71,Lu,9,,37.91683773816759,,
71,Lu,10,,60.24383747743194,,
72,Hf,1,6.82507,7.012738569077542,0.18766856907754192,2.7496944218526975
72,Hf,2,,3.946541080548757,,
72,Hf,3,,10.060578752564508,,
72,Hf,4,,21.694063665175506,,
72,Hf,5,,83.54113057531877,,
72,Hf,6,,98.70696565514564,,
72,Hf,7,,114.5740287742476,,
72,Hf,8,,12.281397758797478,,
72,Hf,9,,33.459955080860375,,
72,Hf,10,,55.85876874971599,,
73,Ta,1,7.54957,7.21711712261733,-0.3324528773826705,-4.4036001703762
73,Ta,2,,3.353853515059905,,
73,Ta,3,,10.030116483720262,,
73,Ta,4,,18.063691812310168,,
73,Ta,5,,29.841335242369375,,
73,Ta,6,,103.78870449594595,,
73,Ta,7,,120.3452232778464,,
73,Ta,8,,7.225310443653004,,
73,Ta,9,,28.475983489518104,,
73,Ta,10,,50.94642258247408,,
74,W,1,7.86405,7.424626441528404,-0.43942355847159575,-5.587751330060157
74,W,2,,2.316331550000282,,
74,W,3,,9.554325708320775,,
74,W,4,,18.1490791133223,,
74,W,5,,28.10059176489019,,
74,W,6,,39.29301593671439,,
74,W,7,,126.10256886394166,,
74,W,8,,1.6430396126234965,,
74,W,9,,22.965645298288468,,
74,W,10,,45.507519968821505,,
75,Re,1,7.83352,7.635279508509965,-0.19824049149003464,-2.5306693732834615
75,Re,2,,2.2688528761397206,,
75,Re,3,,8.633758877595461,,
75,Re,4,,17.789179334145818,,
75,Re,5,,28.300798399009285,,
75,Re,6,,40.168616071956606,,
75,Re,7,,50.05246456914407,,
75,Re,8,,150.48825069283674,,
75,Re,9,,18.549412431647173,,
75,Re,10,,41.58901457843055,,
76,Os,1,8.4382,7.849089482755678,-0.5891105172443218,-6.981471371196722
76,Os,2,,10.752115431507137,,
76,Os,3,,4.241294483687512,,
76,Os,4,,15.184873293539393,,
76,Os,5,,24.589291285980845,,
76,Os,6,,36.783054679534295,,
76,Os,7,,50.33244851745492,,
76,Os,8,,65.2374727998,,
76,Os,9,,12.481844659488821,,
76,Os,10,,35.5923199977437,,
77,Ir,1,8.967,8.066069699713218,-0.9009303002867828,-10.047176316346413
77,Ir,2,,11.005495257606938,,
77,Ir,3,,1.8972829121503383,,
77,Ir,4,,11.966850945317573,,
77,Ir,5,,24.824579841570003,,
77,Ir,6,,36.14380154845451,,
77,Ir,7,,50.25118411848148,,
77,Ir,8,,65.71362144358102,,
77,Ir,9,,11.886145487222365,,
77,Ir,10,,34.673353109693046,,
78,Pt,1,8.95883,8.286233671745086,-0.6725963282549152,-7.507635799037543
78,Pt,2,,11.26214638354363,,
78,Pt,3,,112.73573889371119,,
78,Pt,4,,7.072665477283805,,
78,Pt,5,,19.61937122620751,,
78,Pt,6,,33.520548515675,,
78,Pt,7,,50.20868664598484,,
78,Pt,8,,65.35897975918552,,
78,Pt,9,,15.645314957751232,,
78,Pt,10,,37.715621276603876,,
79,Au,1,9.225554,8.509595087227138,-0.7159589127728623,-7.760606168180926
79,Au,2,,11.522083590537166,,
79,Au,3,,119.71953764948992,,
79,Au,4,,3.959605135820661,,
79,Au,5,,17.064093047874973,,
79,Au,6,,31.52246176076719,,
79,Au,7,,47.334711274154,,
79,Au,8,,65.9327061221532,,
79,Au,9,,14.02828883233546,,
79,Au,10,,35.77578745876596,,
80,Hg,1,10.437505,8.73616781133002,-1.7013371886699797,-16.30022872966269
80,Hg,2,,11.785321836061103,,
80,Hg,3,,126.48998435840929,,
80,Hg,4,,0.4051008170836551,,
80,Hg,5,,14.066803391742376,,
80,Hg,6,,29.081788502012618,,
80,Hg,7,,45.45005614778001,,
80,Hg,8,,63.17160632893016,,
80,Hg,9,,12.087511144049436,,
80,Hg,10,,33.5123562400391,,
81,Tl,1,6.108194,5.4142169200188786,-0.6939770799811216,-11.361411899836868
81,Tl,2,,14.187690690737682,,
81,Tl,3,,17.980334452699932,,
81,Tl,4,,0.40491947560431873,,
81,Tl,5,,14.060506453229745,,
81,Tl,6,,29.06877017589156,,
81,Tl,7,,45.429710643475445,,
81,Tl,8,,63.14332785586706,,
81,Tl,9,,6.258414645905093,,
81,Tl,10,,27.754018927217736,,
82,Pb,1,7.4166,6.530719391045572,-0.8858806089544276,-11.944565015700288
82,Pb,2,,10.92871930612566,,
82,Pb,3,,20.948761304239593,,
82,Pb,4,,2.7141248505024724,,
82,Pb,5,,17.158469803179933,,
82,Pb,6,,32.954878184855616,,
82,Pb,7,,50.10334999575807,,
82,Pb,8,,68.6038852354302,,
82,Pb,9,,10.137287887559308,,
82,Pb,10,,32.174541274094835,,
83,Bi,1,7.2855,8.385923291743005,1.100423291743005,15.10429334627692
83,Bi,2,,12.57822258547925,,
83,Bi,3,,18.09304527120423,,
83,Bi,4,,5.376443661067798,,
83,Bi,5,,20.608740567860448,,
83,Bi,6,,37.192480062264494,,
83,Bi,7,,55.127662144851065,,
83,Bi,8,,74.41428681459213,,
83,Bi,9,,14.12514168958159,,
83,Bi,10,,36.703418213995484,,
84,Po,1,8.414,8.663417743556815,0.24941774355681545,2.9643183213312985
84,Po,2,,14.968102270934663,,
84,Po,3,,20.278074531881437,,
84,Po,4,,26.91174621257712,,
84,Po,5,,17.300734365473925,,
84,Po,6,,34.4387415881609,,
84,Po,7,,52.92756303206632,,
84,Po,8,,72.76719869684764,,
84,Po,9,,11.385410397098745,,
84,Po,10,,33.64071635600055,,
85,At,1,9.3175,9.67949343687714,0.3619934368771389,3.8850918902832183
85,At,2,,15.779903423114176,,
85,At,3,,23.205202940901565,,
85,At,4,,29.63489586634882,,
85,At,5,,37.389478323346424,,
85,At,6,,31.244237962815188,,
85,At,7,,50.28606979862872,,
85,At,8,,70.67807996357641,,
85,At,9,,8.323831705196595,,
85,At,10,,30.25633556561438,,
86,Rn,1,10.7485,10.67804541014987,-0.07045458985012942,-0.6554829962332365
86,Rn,2,,17.331992211083914,,
86,Rn,3,,24.553906830043093,,
86,Rn,4,,33.101915176273835,,
86,Rn,5,,40.653412020395635,,
86,Rn,6,,49.53100259203135,,
86,Rn,7,,47.20385230353607,,
86,Rn,8,,68.1475910811338,,
86,Rn,9,,4.940914981119585,,
86,Rn,10,,26.55079043206698,,
